ts_code,event_date,available_at,event_type,event_name,description,raw_source,impact_level,created_at
600150.SH,2025-09-01,2025-09-01,restructure,中国船舶吸收合并中国重工,重大资产重组相关结构事件，具体生效日期需随公告复核。,manual_seed,high,2026-06-30 23:18:23
