trade_date,trade_time,ts_code,name,open,high,low,close,volume,amount,source,created_at,pre_close,avg_price,vwap_cum,ret_from_open,ret_from_prev_min,bar_index,session
20260811,2026-08-11 13:53:00,600150.SH,中国船舶,34.32,34.32,34.3,34.32,86726.0,2975608.0,tushare,2026-08-13 20:05:40,,34.3104490002998,35.972264355309484,-0.0014547570555716316,0.0,30401,afternoon
20260811,2026-08-11 13:54:00,600150.SH,中国船舶,34.31,34.33,34.31,34.31,141200.0,4845617.0,tushare,2026-08-13 20:05:40,,34.31740084985836,35.972246207945894,-0.001745708466685869,-0.0002913752913752399,30402,afternoon
20260811,2026-08-11 13:55:00,600150.SH,中国船舶,34.31,34.32,34.31,34.31,104800.0,3595801.0,tushare,2026-08-13 20:05:40,,34.31107824427481,35.972232687595096,-0.001745708466685869,0.0,30403,afternoon
20260811,2026-08-11 13:56:00,600150.SH,中国船舶,34.31,34.31,34.3,34.31,158800.0,5447831.0,tushare,2026-08-13 20:05:40,,34.30624055415617,35.972212141408924,-0.001745708466685869,0.0,30404,afternoon
20260811,2026-08-11 13:57:00,600150.SH,中国船舶,34.31,34.32,34.31,34.31,106303.0,3647249.0,tushare,2026-08-13 20:05:40,,34.3099348089894,35.972198418278445,-0.001745708466685869,0.0,30405,afternoon
20260811,2026-08-11 13:58:00,600150.SH,中国船舶,34.31,34.31,34.3,34.3,685615.0,23516800.0,tushare,2026-08-13 20:05:40,,34.30029973089854,35.97210940161074,-0.0020366598778004397,-0.00029146021568071667,30406,afternoon
20260811,2026-08-11 13:59:00,600150.SH,中国船舶,34.29,34.3,34.28,34.28,574087.0,19682420.0,tushare,2026-08-13 20:05:40,,34.28473384696048,35.97203417852067,-0.0026185627000290257,-0.0005830903790086106,30407,afternoon
20260811,2026-08-11 14:00:00,600150.SH,中国船舶,34.28,34.29,34.27,34.29,178370.0,6114633.0,tushare,2026-08-13 20:05:40,,34.28061333183831,35.97201075084625,-0.002327611288914677,0.00029171528588101125,30408,afternoon
20260812,2026-08-12 09:30:00,600150.SH,中国船舶,33.76,33.8,33.76,33.8,572397.0,19324164.0,tushare,2026-08-13 20:05:40,,33.76007211777839,35.97191243878351,-0.016584230433517644,-0.014289880431612723,30409,morning
20260812,2026-08-12 09:31:00,600150.SH,中国船舶,33.8,33.9,33.68,33.69,2244254.0,75780530.0,tushare,2026-08-13 20:05:40,,33.76646761017247,35.97152817547657,-0.019784695955775367,-0.0032544378698224907,30410,morning
20260812,2026-08-12 09:32:00,600150.SH,中国船舶,33.63,33.63,33.51,33.55,2429397.0,81526040.0,tushare,2026-08-13 20:05:40,,33.55813808941066,35.97107307758676,-0.023858015711376246,-0.004155535767289997,30411,morning
20260812,2026-08-12 09:33:00,600150.SH,中国船舶,33.54,33.61,33.54,33.6,987900.0,33169888.0,tushare,2026-08-13 20:05:40,,33.576159530316836,35.970889445600626,-0.022403258655804392,0.0014903129657228842,30412,morning
20260812,2026-08-12 09:34:00,600150.SH,中国船舶,33.61,33.64,33.61,33.63,957200.0,32179184.0,tushare,2026-08-13 20:05:40,,33.61803593815294,35.97071465791994,-0.021530404422461347,0.0008928571428572507,30413,morning
20260812,2026-08-12 09:35:00,600150.SH,中国船舶,33.64,33.79,33.6,33.79,957001.0,32235926.0,tushare,2026-08-13 20:05:40,,33.6843179892184,35.970544855077065,-0.01687518184463188,0.004757656853999315,30414,morning
20260812,2026-08-12 09:36:00,600150.SH,中国船舶,33.8,33.81,33.79,33.8,684180.0,23127152.0,tushare,2026-08-13 20:05:40,,33.802730275658455,35.970429761672754,-0.016584230433517644,0.00029594554601941603,30415,morning
20260812,2026-08-12 09:37:00,600150.SH,中国船舶,33.79,33.79,33.73,33.75,521526.0,17604960.0,tushare,2026-08-13 20:05:40,,33.75662958318473,35.97034017266312,-0.018038987489089275,-0.0014792899408283544,30416,morning
20260812,2026-08-12 09:38:00,600150.SH,中国船舶,33.75,33.75,33.69,33.72,608074.0,20502144.0,tushare,2026-08-13 20:05:40,,33.71652792258837,35.97023383330585,-0.01891184172243232,-0.000888888888888939,30417,morning
20260812,2026-08-12 09:39:00,600150.SH,中国船舶,33.72,33.72,33.68,33.68,504100.0,16988524.0,tushare,2026-08-13 20:05:40,,33.70070224161873,35.97014506543468,-0.020075647366889715,-0.0011862396204033177,30418,morning
20260812,2026-08-12 09:40:00,600150.SH,中国船舶,33.68,33.69,33.66,33.67,454600.0,15307449.0,tushare,2026-08-13 20:05:40,,33.6723471183458,35.97006401994976,-0.020366598778003953,-0.0002969121140141695,30419,morning
20260812,2026-08-12 09:41:00,600150.SH,中国船舶,33.66,33.66,33.63,33.63,473400.0,15927769.0,tushare,2026-08-13 20:05:40,,33.64547739754964,35.969978642025225,-0.021530404422461347,-0.0011880011880011088,30420,morning
20260812,2026-08-12 09:42:00,600150.SH,中国船舶,33.63,33.63,33.61,33.61,688670.0,23154416.0,tushare,2026-08-13 20:05:40,,33.621932130047774,35.96985319329727,-0.022112307244690044,-0.0005947071067500254,30421,morning
20260812,2026-08-12 09:43:00,600150.SH,中国船舶,33.61,33.62,33.6,33.6,725385.0,24379932.0,tushare,2026-08-13 20:05:40,,33.60964453359251,35.969720379579826,-0.022403258655804392,-0.0002975304968758641,30422,morning
20260812,2026-08-12 09:44:00,600150.SH,中国船舶,33.6,33.69,33.6,33.66,652056.0,21931648.0,tushare,2026-08-13 20:05:40,,33.634608070472474,35.96960226740574,-0.020657550189118412,0.0017857142857140573,30423,morning
20260812,2026-08-12 09:45:00,600150.SH,中国船舶,33.66,33.66,33.64,33.65,313600.0,10550638.0,tushare,2026-08-13 20:05:40,,33.643616071428575,35.9695456858848,-0.02094850160023276,-0.0002970885323826389,30424,morning
20260812,2026-08-12 09:46:00,600150.SH,中国船舶,33.64,33.7,33.64,33.7,419116.0,14105834.0,tushare,2026-08-13 20:05:40,,33.656157245249524,35.96947047856477,-0.019493744544660907,0.0014858841010403356,30425,morning
20260812,2026-08-12 09:47:00,600150.SH,中国船舶,33.7,33.72,33.68,33.68,377700.0,12727999.0,tushare,2026-08-13 20:05:40,,33.69870002647604,35.969403953576425,-0.020075647366889715,-0.0005934718100890635,30426,morning
20260812,2026-08-12 09:48:00,600150.SH,中国船舶,33.68,33.77,33.68,33.77,402081.0,13568963.0,tushare,2026-08-13 20:05:40,,33.746839567151895,35.96933463989816,-0.017457084666860467,0.0026722090261284137,30427,morning
20260812,2026-08-12 09:49:00,600150.SH,中国船舶,33.76,33.77,33.7,33.7,254760.0,8595756.0,tushare,2026-08-13 20:05:40,,33.740602920395666,35.96929060150175,-0.019493744544660907,-0.0020728457210541507,30428,morning
20260812,2026-08-12 09:50:00,600150.SH,中国船舶,33.7,33.71,33.69,33.69,291600.0,9826268.0,tushare,2026-08-13 20:05:40,,33.697764060356654,35.969239228141255,-0.019784695955775367,-0.00029673590504464276,30429,morning
20260812,2026-08-12 09:51:00,600150.SH,中国船舶,33.71,33.74,33.7,33.73,267461.0,9018930.0,tushare,2026-08-13 20:05:40,,33.72054243422406,35.969192582078115,-0.018620890311317972,0.001187295933511301,30430,morning
20260812,2026-08-12 09:52:00,600150.SH,中国船舶,33.72,33.72,33.69,33.7,402000.0,13547842.0,tushare,2026-08-13 20:05:40,,33.701099502487565,35.9691218694437,-0.019493744544660907,-0.0008894159501925403,30431,morning
